Date,"Polar bear","Great white shark","Blue whale","Anglerfish"
2024-07-25,2450,3437,3160,1525
2024-07-26,2220,3018,3023,1320
2024-07-27,2225,2851,2862,1199
2024-07-28,2242,3193,3073,1305
2024-07-29,2456,3099,3064,1294
2024-07-30,2307,2797,2889,1260
2024-07-31,2201,2656,2619,1201
2024-08-01,2248,2697,2728,1122
2024-08-02,2172,2524,3241,1133
2024-08-03,1969,2784,3517,1257
2024-08-04,2199,2969,3306,1260
2024-08-05,2107,2894,2867,1170
2024-08-06,2082,2740,2889,1258
2024-08-07,2030,2561,2977,1154
2024-08-08,2165,2796,2629,1518
2024-08-09,2140,2585,2290,1352
2024-08-10,2035,2447,2497,1572
2024-08-11,2215,2847,2896,2812
2024-08-12,2423,2648,2873,6324
2024-08-13,2744,2642,2625,3451
2024-08-14,2874,2633,2859,3236
2024-08-15,2390,2793,2777,2747
2024-08-16,2157,2833,2677,2735
2024-08-17,2207,2867,3015,2326
2024-08-18,2352,2835,3341,2077
2024-08-19,2537,2888,3241,1819
2024-08-20,2516,2581,2975,1659
2024-08-21,2554,2480,2965,1418
2024-08-22,2506,2422,2809,1486
2024-08-23,2391,2630,2627,1409
2024-08-24,2373,2542,2651,1344
2024-08-25,2461,2768,3266,1342
2024-08-26,2665,2772,3443,1410
2024-08-27,2678,2486,3182,1286
2024-08-28,2548,2420,2814,1201
2024-08-29,2695,2441,2769,1310
2024-08-30,2496,2379,2785,1308
2024-08-31,2296,2277,2877,1244
2024-09-01,2436,2430,2903,1305
2024-09-02,2619,2644,2975,1271
2024-09-03,2686,2663,2750,1387
2024-09-04,2492,3388,2497,1275
2024-09-05,2593,3049,2300,1251
2024-09-06,2395,2694,2349,1248
2024-09-07,2284,2881,2424,1263
2024-09-08,3984,2535,2669,1241
2024-09-09,2932,2456,2510,1831
2024-09-10,2724,2249,2283,1598
2024-09-11,2602,2115,2345,1262
2024-09-12,2814,2220,2593,1365
2024-09-13,2549,2194,2309,1346
2024-09-14,2306,2358,2345,1233
2024-09-15,2510,2203,2539,1314
2024-09-16,2881,2293,2775,1347
2024-09-17,2836,2393,2585,1329
2024-09-18,2921,2600,2566,1283
2024-09-19,2955,2358,2576,1383
2024-09-20,3420,2009,2647,1367
2024-09-21,5607,1971,2575,1291
2024-09-22,4075,2113,2780,1408
2024-09-23,4391,2391,2660,1320
2024-09-24,3977,2356,2610,1382
2024-09-25,3315,2067,2539,1360
2024-09-26,3102,2408,2789,1620
2024-09-27,2867,1980,3131,1470
2024-09-28,2535,1805,3030,1312
2024-09-29,2712,2069,2816,1242
2024-09-30,3465,2079,2688,1425
2024-10-01,3181,1978,2825,1274
2024-10-02,3371,1909,3167,1640
2024-10-03,3071,1941,2557,2537
2024-10-04,2843,2053,3013,2322
2024-10-05,2382,1950,2572,2241
2024-10-06,2695,1937,2503,1866
2024-10-07,2929,2234,2421,1781
2024-10-08,2927,2205,2439,1581
2024-10-09,3085,2750,2536,1574
2024-10-10,3108,2129,2401,1449
2024-10-11,2569,2200,2244,1458
2024-10-12,2426,2436,2298,1423
2024-10-13,2718,2094,2884,1415
2024-10-14,2921,2210,2683,1343
2024-10-15,2922,2171,2427,1399
2024-10-16,2740,2228,2421,1465
2024-10-17,2741,2368,2618,1417
2024-10-18,2594,2255,2367,1396
2024-10-19,2340,1963,2536,1374
2024-10-20,2453,2027,2654,1533
2024-10-21,2842,2300,3130,1547
2024-10-22,2763,2149,2842,1487
2024-10-23,2835,2208,3264,1336
2024-10-24,3241,2055,2578,1381
2024-10-25,2838,1883,2513,1294
2024-10-26,2531,1752,2407,1209
2024-10-27,6846,1932,2627,1376
2024-10-28,4247,1941,2656,1431
2024-10-29,3275,1880,2293,1411
2024-10-30,2975,2006,2397,1436
2024-10-31,2662,1852,2121,1614
2024-11-01,2699,1784,2178,1455
2024-11-02,2581,1882,2457,1289
2024-11-03,2921,2065,2640,1498
2024-11-04,3373,2201,2623,1530
2024-11-05,2960,1863,2309,1462
2024-11-06,2831,1781,2008,1308
2024-11-07,3100,2072,2152,1344
2024-11-08,3243,2109,2314,1250
2024-11-09,2879,1975,2514,1150
2024-11-10,2943,1950,2483,4312
2024-11-11,3263,2093,2500,2990
2024-11-12,3328,2270,3290,1285
2024-11-13,3110,2029,2730,1298
2024-11-14,3261,1886,2473,1351
2024-11-15,3151,2053,2403,1494
2024-11-16,2772,1863,2319,1265
2024-11-17,3165,1970,2381,1318
2024-11-18,3594,2170,2720,1432
2024-11-19,3767,2191,2571,1351
2024-11-20,3451,2158,2571,1281
2024-11-21,4283,2134,2465,1379
2024-11-22,3188,1974,2381,1205
2024-11-23,2737,2190,2438,1179
2024-11-24,3107,2300,2702,1193
2024-11-25,3391,2250,2908,1399
2024-11-26,3134,2244,2851,1189
2024-11-27,2898,2004,2482,1064
2024-11-28,2987,1886,2404,1417
2024-11-29,2829,1859,2766,1059
2024-11-30,2806,2007,2475,1159
2024-12-01,3027,2099,2605,1400
2024-12-02,3071,2100,3083,2591
2024-12-03,3227,2013,2612,2449
2024-12-04,3703,1891,2479,1824
2024-12-05,4033,1982,2364,1367
2024-12-06,4103,2005,3893,1255
2024-12-07,3046,1909,2627,1132
2024-12-08,3012,2075,2462,1045
2024-12-09,3467,2137,2556,1150
2024-12-10,3381,2063,2387,1167
2024-12-11,3277,2067,2747,1164
2024-12-12,3458,2195,2601,1186
2024-12-13,3321,2074,2489,1330
2024-12-14,3205,2000,2387,1263
2024-12-15,3386,2159,2419,1208
2024-12-16,3649,2108,2477,1310
2024-12-17,3365,2077,2470,1235
2024-12-18,3994,2006,2535,1095
2024-12-19,5383,1869,2394,1377
2024-12-20,3385,1806,2444,1101
2024-12-21,3003,1731,2110,1037
2024-12-22,3310,1951,2276,1102
2024-12-23,3335,1748,2270,1059
2024-12-24,3231,1767,2445,1056
2024-12-25,3251,1815,2387,1139
2024-12-26,3072,1962,2514,1144
2024-12-27,3144,2126,2310,1225
2024-12-28,3073,2301,2405,1566
2024-12-29,2917,2634,2543,1502
2024-12-30,2903,2449,2294,1486
2024-12-31,2866,2110,2242,1385
2025-01-01,4213,2148,2440,1248
2025-01-02,3255,2235,2674,1201
2025-01-03,3007,2436,2619,1232
2025-01-04,3430,2230,3248,1285
2025-01-05,3225,2304,3042,1179
2025-01-06,3233,2262,2560,1205
2025-01-07,3659,2430,2761,1214
2025-01-08,3992,2455,2672,1190
2025-01-09,4110,2399,2427,1171
2025-01-10,3542,2194,2423,1203
2025-01-11,3195,2361,2354,1129
2025-01-12,3322,2318,2746,1490
2025-01-13,3780,2508,2825,1365
2025-01-14,3543,2394,2720,1213
2025-01-15,3743,2318,4417,1336
2025-01-16,3683,2312,3523,1416
2025-01-17,3516,2197,3069,1457
2025-01-18,3067,2056,2720,1412
2025-01-19,3372,2200,2658,1558
2025-01-20,3807,2942,2935,1466
2025-01-21,3898,2396,2691,1362
2025-01-22,4011,2328,2780,1283
2025-01-23,3935,2801,3196,1537
2025-01-24,3467,2322,2747,1332
2025-01-25,2686,2101,2690,1738
2025-01-26,3185,2401,2679,1603
2025-01-27,3519,2298,2821,1486
2025-01-28,3576,2324,2508,1446
2025-01-29,3353,2258,2453,1595
2025-01-30,3579,2272,2215,1650
2025-01-31,3259,1992,2210,1734
2025-02-01,2733,2470,2193,1429
2025-02-02,3040,2198,2544,1168
2025-02-03,3036,2487,2300,1134
2025-02-04,3214,2659,2408,1250
2025-02-05,3323,2558,2751,1241
2025-02-06,3180,2229,2803,1561
2025-02-07,2967,2580,2971,12845
2025-02-08,2382,2236,3171,18029
2025-02-09,2668,2685,2957,13213
2025-02-10,3136,2855,2648,10861
2025-02-11,3038,3001,2823,15267
2025-02-12,3111,3275,3136,19820
2025-02-13,3230,3412,3380,28028
2025-02-14,2755,3051,4136,30263
2025-02-15,2971,3001,3533,38444
2025-02-16,3621,2736,4737,34278
2025-02-17,3173,2856,3297,26988
2025-02-18,3070,3081,2999,18149
2025-02-19,2932,3402,2928,16194
2025-02-20,3005,3349,2748,13670
2025-02-21,2835,2868,2767,9516
2025-02-22,2411,2253,2429,8155
2025-02-23,2693,2464,2660,6971
2025-02-24,3222,2741,2988,6146
2025-02-25,3306,2496,2733,8707
2025-02-26,3051,2482,2476,12173
2025-02-27,6640,2374,2767,11315
2025-02-28,3736,2362,2437,8613
2025-03-01,3505,2024,2446,7285
2025-03-02,3850,4439,2795,6492
2025-03-03,3503,2288,2738,4574
2025-03-04,3450,2163,2766,3755
2025-03-05,3423,3807,2559,3166
2025-03-06,3327,4673,3472,3108
2025-03-07,3152,4984,2649,3111
2025-03-08,2395,2060,2542,2684
2025-03-09,2545,2170,2911,2509
2025-03-10,3451,3845,3200,2288
2025-03-11,2968,3863,2893,2130
2025-03-12,3247,3504,2774,2163
2025-03-13,2953,2735,2597,1975
2025-03-14,2810,2571,2570,2077
2025-03-15,2513,2242,2596,2049
2025-03-16,2431,2968,2657,2159
2025-03-17,2901,2970,2807,2420
2025-03-18,2783,2486,2702,1900
2025-03-19,2681,2412,2324,2055
2025-03-20,2632,2467,2511,1913
2025-03-21,2342,2888,2170,1674
2025-03-22,2098,2759,2194,1741
2025-03-23,2405,2403,2333,2036
2025-03-24,2785,2532,2264,1826
2025-03-25,2827,2461,2514,1513
2025-03-26,3126,3238,2474,1695
2025-03-27,3131,3043,2347,1579
2025-03-28,3245,2357,2247,1623
2025-03-29,2583,2132,2141,1460
2025-03-30,2649,2563,2532,1496
2025-03-31,2886,2403,2475,1624
2025-04-01,2821,2249,2291,1541
2025-04-02,2710,2141,2432,1356
2025-04-03,2935,2050,2300,1289
2025-04-04,2664,1943,2305,1312
2025-04-05,2274,1760,2144,3150
2025-04-06,2319,2007,2198,1643
2025-04-07,2813,2157,5266,1417
2025-04-08,3144,2021,2984,1312
2025-04-09,3001,1953,2550,1273
2025-04-10,2836,2217,2681,1303
2025-04-11,2556,2220,2701,1305
2025-04-12,2326,2020,2678,1363
2025-04-13,2562,2020,2640,1345
2025-04-14,2788,2433,2672,1444
2025-04-15,2833,2365,2526,1361
2025-04-16,2667,2416,2696,1547
2025-04-17,2452,2210,2500,1480
2025-04-18,2376,2182,2303,1366
2025-04-19,2333,2117,2472,1340
2025-04-20,2625,2281,3119,1537
2025-04-21,2519,2352,2712,1632
2025-04-22,2574,2773,2666,1473
2025-04-23,2841,2776,2519,1453
2025-04-24,3238,2440,2358,1570
2025-04-25,2770,2458,2154,2113
2025-04-26,2264,2071,2090,5065
2025-04-27,2500,2221,2701,9429
2025-04-28,3943,2371,3506,1923
2025-04-29,5124,2312,2525,1495
2025-04-30,4902,2356,2477,1422
2025-05-01,4260,2282,2715,1318
2025-05-02,3556,2250,2358,1342
2025-05-03,2853,1931,2349,1246
2025-05-04,3251,2101,2689,1345
2025-05-05,3651,3854,2752,1280
2025-05-06,3429,3060,2707,1432
2025-05-07,3225,2590,2480,1255
2025-05-08,3330,2421,2473,1301
2025-05-09,2836,2298,2288,1356
2025-05-10,2438,2121,1962,1365
2025-05-11,2524,2377,2216,1317
2025-05-12,3234,2678,2590,1564
2025-05-13,3247,2808,2636,1496
2025-05-14,3143,2845,2567,1558
2025-05-15,3276,2381,2334,1265
2025-05-16,2948,2491,2300,1159
2025-05-17,2398,2060,2160,1112
2025-05-18,2829,2347,2107,1211
2025-05-19,3164,2604,2579,1346
2025-05-20,2893,2446,2458,1185
2025-05-21,3139,2485,2211,1187
2025-05-22,3055,2356,2171,1202
2025-05-23,2724,2178,2176,1019
2025-05-24,2493,2161,2100,1023
2025-05-25,3497,2379,2270,1185
2025-05-26,2851,2642,2271,1179
2025-05-27,2867,2678,2362,1308
2025-05-28,2959,2441,2287,1328
2025-05-29,2600,2434,2126,1470
2025-05-30,2497,2681,1982,1265
2025-05-31,2302,2084,2415,1102
2025-06-01,2393,2193,2048,1080
2025-06-02,2556,2602,2271,1194
2025-06-03,2666,2314,2114,1482
2025-06-04,2638,2360,1998,1635
2025-06-05,2518,2252,2068,1598
2025-06-06,2466,2175,1904,1501
2025-06-07,2219,2221,1983,1332
2025-06-08,2482,2500,2586,1367
2025-06-09,2634,2550,2639,1338
2025-06-10,2703,2456,2187,1298
2025-06-11,2499,2232,2023,1217
2025-06-12,2260,2686,2114,1104
2025-06-13,2165,3981,2366,949
2025-06-14,2247,4310,2589,1075
2025-06-15,2859,3413,3169,1109
2025-06-16,2430,2943,3109,1234
2025-06-17,2308,2621,2478,1193
2025-06-18,2178,2962,2624,985
2025-06-19,2132,3203,2377,1042
2025-06-20,2180,8104,2321,1072
2025-06-21,1998,5471,4132,1082
2025-06-22,1986,3859,2394,1001
2025-06-23,2162,3504,2359,1035
2025-06-24,2290,2931,2055,1042
2025-06-25,2388,3081,2194,1027
2025-06-26,2234,2819,2173,1421
2025-06-27,1962,2590,2113,1177
2025-06-28,1977,3079,2209,1220
2025-06-29,2115,2864,2375,1345
2025-06-30,2298,3376,2027,1138
2025-07-01,2142,3519,2037,1128
2025-07-02,2064,3019,1946,981
2025-07-03,2350,2934,2068,1808
2025-07-04,2132,3424,2142,1188
2025-07-05,1989,3894,2364,1324
2025-07-06,2553,4533,2788,1364
2025-07-07,2275,3962,2689,1176
2025-07-08,2420,3527,2659,1089
2025-07-09,2289,4234,2548,1318
2025-07-10,2362,3390,2212,1201
2025-07-11,2405,3218,2366,1155
2025-07-12,2553,3570,2314,1157
2025-07-13,2581,3913,2651,1190
2025-07-14,2243,4296,2821,1084
2025-07-15,2313,3720,2730,1055
2025-07-16,2301,3564,2453,1066
2025-07-17,2181,3319,2501,1029
2025-07-18,2081,3349,2295,1012
2025-07-19,2213,3511,2496,1053
2025-07-20,2376,4202,2817,1105
2025-07-21,2329,5328,2985,1164
2025-07-22,2291,4659,2695,1113
2025-07-23,2296,4373,4633,1046
2025-07-24,2273,3953,2864,1482
2025-07-25,2203,4721,2731,1496
2025-07-26,2259,4921,2769,1611
2025-07-27,2418,4223,2856,1758
2025-07-28,2645,3889,2643,1443
2025-07-29,2565,3314,3069,1208
2025-07-30,2349,3065,3419,1210
2025-07-31,2455,2924,3058,1356
2025-08-01,2195,2908,2642,1303
2025-08-02,2523,4117,2702,1197
2025-08-03,3084,3795,3435,1197
2025-08-04,2679,3873,3357,1167
2025-08-05,2531,3022,3432,1135
2025-08-06,2824,2671,4029,1422
2025-08-07,2488,2518,3659,1399
2025-08-08,2371,2406,3416,1462
2025-08-09,2385,2602,3573,1076
2025-08-10,2419,2882,3967,1139
2025-08-11,2617,3230,3523,1201
2025-08-12,2491,2824,3351,1216
2025-08-13,2423,4082,3694,1184
2025-08-14,2379,2959,3182,1189
2025-08-15,2474,2591,2834,1086
2025-08-16,2499,2682,3035,952
2025-08-17,2889,2750,3210,1130
2025-08-18,2813,2816,2914,1123
2025-08-19,2601,2431,3008,1262
2025-08-20,2667,2357,2609,1217
2025-08-21,2981,2467,2683,1097
2025-08-22,3095,2432,2567,1064
2025-08-23,2761,2238,2605,1062
2025-08-24,2957,2683,3292,1176
2025-08-25,2837,2630,2572,1082
2025-08-26,2684,2377,2672,1179
2025-08-27,2449,2380,2575,1119
2025-08-28,2514,2426,2582,1206
2025-08-29,2484,2544,2529,1127
2025-08-30,2328,2992,2663,989
2025-08-31,2632,3577,2697,1012
2025-09-01,2605,3057,3108,1169
2025-09-02,2909,2675,2773,1059
2025-09-03,2492,2416,2580,1131
2025-09-04,2797,2522,2404,1077
2025-09-05,2513,2132,2309,1020
2025-09-06,2320,3444,2458,975
2025-09-07,2516,4088,2423,1024
2025-09-08,2674,3313,2430,1122
2025-09-09,2446,2619,2286,1029
2025-09-10,2613,2269,2246,1028
2025-09-11,2419,1949,1988,973
2025-09-12,2211,1936,2021,985
2025-09-13,1919,1931,2177,947
2025-09-14,2266,1956,2217,1298
2025-09-15,2560,2271,2302,2968
2025-09-16,2611,2032,2390,1163
2025-09-17,2764,1985,2671,1036
2025-09-18,2646,1939,2407,1056
2025-09-19,2588,1913,2049,1008
2025-09-20,2338,2002,2259,1023
2025-09-21,2383,2010,2313,1025
2025-09-22,2810,2033,2335,1782
2025-09-23,6619,1995,2391,1389
2025-09-24,3415,1924,2366,1028
2025-09-25,3476,2493,2408,1264
2025-09-26,3603,2494,2406,1445
2025-09-27,3280,1916,2373,1202
2025-09-28,3064,1866,2421,1938
2025-09-29,3095,2019,2123,2181
2025-09-30,2824,2032,2095,4709
2025-10-01,2874,1866,2140,2014
2025-10-02,2645,1792,2064,1363
2025-10-03,2528,1779,2098,1131
2025-10-04,2487,2390,2161,1160
2025-10-05,2584,1721,2386,1165
2025-10-06,2704,1928,2465,1074
2025-10-07,2607,1933,2549,1174
2025-10-08,2566,1984,2167,1150
2025-10-09,2666,1996,2126,1103
2025-10-10,2525,2674,2119,996
2025-10-11,2244,1971,2117,983
2025-10-12,2416,2234,2291,1071
2025-10-13,2475,2130,2179,1087
2025-10-14,2929,1833,2311,965
2025-10-15,2605,1949,2275,1051
2025-10-16,2954,1779,2119,1108
2025-10-17,2528,1696,2092,1414
2025-10-18,2125,1516,2771,1068
2025-10-19,2241,1697,2687,1175
2025-10-20,2739,1908,2422,1461
2025-10-21,2619,1879,2431,1278
2025-10-22,2599,1856,2256,1267
2025-10-23,2445,1909,2222,1242
2025-10-24,2264,1739,2067,1060
2025-10-25,2026,1587,2127,1314
2025-10-26,2557,1720,2086,1243
2025-10-27,2890,1824,2426,1085
2025-10-28,2556,1762,2216,1089
2025-10-29,2618,1676,1914,1087
2025-10-30,2410,1608,1792,1096
2025-10-31,2091,1492,1732,1124
2025-11-01,1910,1421,1950,983
2025-11-02,2423,1622,2015,984
2025-11-03,2503,1974,2197,1035
2025-11-04,2487,1903,2095,1248
2025-11-05,2767,1735,2109,1482
2025-11-06,2741,1907,2102,1608
2025-11-07,6139,1726,2133,1746
2025-11-08,3315,1641,2204,1831
2025-11-09,2626,1827,2292,1601
2025-11-10,3048,1964,2222,1301
2025-11-11,2875,1952,1997,1190
2025-11-12,3023,1780,2188,1343
2025-11-13,2936,2068,2141,1163
2025-11-14,2732,1935,1982,1146
2025-11-15,2342,1673,2024,1115
2025-11-16,2597,1777,2202,1196
2025-11-17,2760,1919,2493,1259
2025-11-18,3117,1826,2409,1229
2025-11-19,3149,1854,2215,1201
2025-11-20,2915,1852,2488,1181
2025-11-21,2973,1565,2321,1202
2025-11-22,2624,1390,2348,1061
2025-11-23,3024,1645,2425,1103
2025-11-24,2965,1650,2238,1248
2025-11-25,2841,1653,2172,1128
2025-11-26,2826,1789,2341,1182
2025-11-27,2836,2455,2271,1317
2025-11-28,2752,2069,2340,1020
2025-11-29,2479,1882,2404,1034
2025-11-30,2713,1768,2224,1119
2025-12-01,3730,1844,2177,1307
2025-12-02,3205,1787,2144,1120
2025-12-03,3075,1816,2368,1029
2025-12-04,2950,1773,2377,1187
2025-12-05,4058,1673,2120,1076
2025-12-06,3455,1412,2619,1077
2025-12-07,3125,1528,3232,977
2025-12-08,3348,1639,2419,1705
2025-12-09,3114,1772,2282,1100
2025-12-10,3062,1715,2228,1037
2025-12-11,3090,1729,2562,1052
2025-12-12,2959,1584,2073,1065
2025-12-13,2561,1580,1964,1103
2025-12-14,2945,1652,2103,1071
2025-12-15,3711,1674,2110,993
2025-12-16,3088,1597,1979,1000
2025-12-17,3577,1938,1927,1076
2025-12-18,3195,1674,1959,1072
2025-12-19,2586,1511,2076,982
2025-12-20,2360,1604,1859,1050
2025-12-21,2525,1553,2165,1628
2025-12-22,2719,1666,2153,1604
2025-12-23,2531,1750,2020,1020
2025-12-24,2547,1590,1926,931
2025-12-25,2476,2425,1992,1040
2025-12-26,2539,2147,2060,1106
2025-12-27,2715,2006,2088,1089
2025-12-28,2820,1922,2146,1057
2025-12-29,2893,2044,2284,1164
2025-12-30,2818,3738,2482,1017
2025-12-31,2602,2557,2145,980
2026-01-01,2585,2001,2144,1020
2026-01-02,2631,1959,2584,1239
2026-01-03,2644,1886,2676,1291
2026-01-04,3017,1798,2367,1305
2026-01-05,3164,1793,2176,1257
2026-01-06,3302,1858,2137,1148
2026-01-07,3305,1831,2378,981
2026-01-08,3333,1806,2330,1027
2026-01-09,3397,1997,2255,1020
2026-01-10,2963,1936,2554,1106
2026-01-11,3270,2077,2387,1143
2026-01-12,3539,2045,2391,1148
2026-01-13,3517,2133,2347,1136
2026-01-14,3553,2000,2417,1163
2026-01-15,3481,1896,2478,1129
2026-01-16,3516,1849,2397,986
2026-01-17,3200,1957,2444,1041
2026-01-18,3371,2149,2517,1274
2026-01-19,3404,3133,2595,1071
2026-01-20,3660,3546,2446,1399
2026-01-21,3985,3046,2289,1121
2026-01-22,3834,2648,2239,1068
2026-01-23,3453,2284,2216,1094
2026-01-24,3722,3042,2128,1151
2026-01-25,3335,3195,2856,1123
2026-01-26,3396,2264,2475,1096
2026-01-27,3768,2198,2375,1080
2026-01-28,3450,1928,2179,1030
2026-01-29,3906,1988,2347,972
2026-01-30,3612,2151,2579,1096
2026-01-31,3026,1968,2705,1336
2026-02-01,3032,1873,2415,1369
2026-02-02,3227,2170,2271,1232
2026-02-03,3353,1977,2479,1236
2026-02-04,3173,2335,2342,1441
2026-02-05,3150,2236,2262,1270
2026-02-06,3280,1890,2199,1327
2026-02-07,2574,1721,2203,1250
2026-02-08,2660,1794,2312,1222
2026-02-09,2913,1938,2606,1254
2026-02-10,2801,2106,2247,1142
2026-02-11,2872,2267,2560,1219
2026-02-12,2866,2107,2224,1224
2026-02-13,2598,1933,2290,1215
2026-02-14,2273,1752,2266,1111
2026-02-15,2493,1684,2460,1241
2026-02-16,2531,1770,2437,1208
2026-02-17,2701,1923,2183,1053
2026-02-18,2510,2139,2216,1125
2026-02-19,2549,2131,2196,1174
